[2025-08-15 13:00:31,464] INFO - === NNStreamer 系統啟動 ===
[2025-08-15 13:00:31,464] INFO - TFLite 模型: ./models/yolov8n_float32.tflite
[2025-08-15 13:00:31,464] INFO - 輸入來源: 0
[2025-08-15 13:00:31,464] INFO - 最大工作者數: 4
[2025-08-15 13:00:31,464] INFO - 預載入 TFLite 解釋器...
[2025-08-15 13:00:31,514] INFO - TFLite 模型載入成功: ./models/yolov8n_float32.tflite
[2025-08-15 13:00:31,515] INFO - 輸入張量形狀: [  1 640 640   3]
[2025-08-15 13:00:31,515] INFO - 輸出張量數量: 1
[2025-08-15 13:00:31,539] INFO - TFLite 模型載入成功: ./models/yolov8n_float32.tflite
[2025-08-15 13:00:31,539] INFO - 輸入張量形狀: [  1 640 640   3]
[2025-08-15 13:00:31,539] INFO - 輸出張量數量: 1
[2025-08-15 13:00:31,581] INFO - TFLite 模型載入成功: ./models/yolov8n_float32.tflite
[2025-08-15 13:00:31,581] INFO - 輸入張量形狀: [  1 640 640   3]
[2025-08-15 13:00:31,581] INFO - 輸出張量數量: 1
[2025-08-15 13:00:31,617] INFO - TFLite 模型載入成功: ./models/yolov8n_float32.tflite
[2025-08-15 13:00:31,617] INFO - 輸入張量形狀: [  1 640 640   3]
[2025-08-15 13:00:31,617] INFO - 輸出張量數量: 1
[2025-08-15 13:00:31,617] INFO - 成功預載入 4 個解釋器
[2025-08-15 13:00:31,617] INFO - === 啟動 NNStreamer 串流處理 ===
[2025-08-15 13:00:31,622] INFO - 啟動影像擷取器: 0
[2025-08-15 13:00:37,598] INFO - 啟動推論管理器
[2025-08-15 13:00:37,598] INFO - 啟動結果處理器
[2025-08-15 13:00:37,893] INFO - 統計 - FPS: 0.0, 推論時間: 212.2ms, CPU: 25.0%, 記憶體: 35.7%
[2025-08-15 13:04:05,290] INFO - 統計 - FPS: 0.0, 推論時間: 155.9ms, CPU: 40.0%, 記憶體: 35.4%
[2025-08-15 13:04:06,457] INFO - 統計 - FPS: 0.0, 推論時間: 155.8ms, CPU: 35.6%, 記憶體: 35.4%
[2025-08-15 13:04:07,640] INFO - 統計 - FPS: 0.0, 推論時間: 152.2ms, CPU: 25.0%, 記憶體: 35.4%
[2025-08-15 13:04:08,822] INFO - 統計 - FPS: 0.0, 推論時間: 151.6ms, CPU: 38.5%, 記憶體: 35.4%
[2025-08-15 13:04:10,122] INFO - 統計 - FPS: 0.0, 推論時間: 156.9ms, CPU: 31.2%, 記憶體: 35.4%
[2025-08-15 13:04:11,389] INFO - 統計 - FPS: 0.0, 推論時間: 162.7ms, CPU: 31.1%, 記憶體: 35.4%
[2025-08-15 13:04:12,689] INFO - 統計 - FPS: 0.0, 推論時間: 167.3ms, CPU: 35.0%, 記憶體: 35.4%
[2025-08-15 13:04:13,871] INFO - 統計 - FPS: 0.0, 推論時間: 165.7ms, CPU: 25.0%, 記憶體: 35.4%
[2025-08-15 13:04:15,038] INFO - 統計 - FPS: 0.0, 推論時間: 159.7ms, CPU: 29.7%, 記憶體: 35.4%
[2025-08-15 13:04:16,204] INFO - 統計 - FPS: 0.0, 推論時間: 156.2ms, CPU: 28.1%, 記憶體: 35.4%
[2025-08-15 13:04:17,369] INFO - 統計 - FPS: 0.0, 推論時間: 151.6ms, CPU: 25.0%, 記憶體: 35.4%
[2025-08-15 13:04:18,553] INFO - 統計 - FPS: 0.0, 推論時間: 152.7ms, CPU: 48.9%, 記憶體: 35.4%
[2025-08-15 13:04:19,736] INFO - 統計 - FPS: 0.0, 推論時間: 152.4ms, CPU: 27.3%, 記憶體: 35.4%
[2025-08-15 13:04:20,902] INFO - 統計 - FPS: 0.0, 推論時間: 152.6ms, CPU: 42.9%, 記憶體: 35.4%
[2025-08-15 13:04:22,068] INFO - 統計 - FPS: 0.0, 推論時間: 152.6ms, CPU: 30.2%, 記憶體: 35.4%
[2025-08-15 13:04:23,233] INFO - 統計 - FPS: 0.0, 推論時間: 152.6ms, CPU: 30.3%, 記憶體: 35.4%
[2025-08-15 13:04:24,401] INFO - 統計 - FPS: 0.0, 推論時間: 153.1ms, CPU: 43.6%, 記憶體: 35.4%
[2025-08-15 13:04:25,566] INFO - 統計 - FPS: 0.0, 推論時間: 153.1ms, CPU: 27.9%, 記憶體: 35.4%
[2025-08-15 13:04:26,734] INFO - 統計 - FPS: 0.0, 推論時間: 153.0ms, CPU: 30.0%, 記憶體: 35.4%
[2025-08-15 13:04:27,899] INFO - 統計 - FPS: 0.0, 推論時間: 152.7ms, CPU: 47.4%, 記憶體: 35.4%
[2025-08-15 13:04:29,082] INFO - 統計 - FPS: 0.0, 推論時間: 151.9ms, CPU: 22.6%, 記憶體: 35.4%
[2025-08-15 13:04:30,231] INFO - 統計 - FPS: 0.0, 推論時間: 152.1ms, CPU: 30.3%, 記憶體: 35.4%
[2025-08-15 13:04:31,414] INFO - 統計 - FPS: 0.0, 推論時間: 152.8ms, CPU: 42.6%, 記憶體: 35.4%
[2025-08-15 13:04:32,580] INFO - 統計 - FPS: 0.0, 推論時間: 153.0ms, CPU: 23.5%, 記憶體: 35.4%
[2025-08-15 13:04:33,796] INFO - 統計 - FPS: 0.0, 推論時間: 155.7ms, CPU: 25.0%, 記憶體: 35.4%
[2025-08-15 13:04:34,963] INFO - 統計 - FPS: 0.0, 推論時間: 156.7ms, CPU: 28.1%, 記憶體: 35.4%
[2025-08-15 13:04:36,162] INFO - 統計 - FPS: 0.0, 推論時間: 157.1ms, CPU: 21.4%, 記憶體: 35.4%
[2025-08-15 13:04:37,343] INFO - 統計 - FPS: 0.0, 推論時間: 154.4ms, CPU: 27.9%, 記憶體: 35.4%
[2025-08-15 13:04:38,512] INFO - 統計 - FPS: 0.0, 推論時間: 153.4ms, CPU: 30.3%, 記憶體: 35.4%
[2025-08-15 13:04:39,693] INFO - 統計 - FPS: 0.0, 推論時間: 153.4ms, CPU: 31.4%, 記憶體: 35.4%
[2025-08-15 13:04:40,894] INFO - 統計 - FPS: 0.0, 推論時間: 154.8ms, CPU: 23.5%, 記憶體: 35.4%
[2025-08-15 13:04:42,044] INFO - 統計 - FPS: 0.0, 推論時間: 154.3ms, CPU: 31.0%, 記憶體: 35.4%
[2025-08-15 13:04:43,210] INFO - 統計 - FPS: 0.0, 推論時間: 155.0ms, CPU: 33.3%, 記憶體: 35.4%
[2025-08-15 13:04:44,377] INFO - 統計 - FPS: 0.0, 推論時間: 154.3ms, CPU: 24.3%, 記憶體: 35.4%
[2025-08-15 13:04:45,542] INFO - 統計 - FPS: 0.0, 推論時間: 152.9ms, CPU: 24.2%, 記憶體: 35.4%
[2025-08-15 13:04:46,709] INFO - 統計 - FPS: 0.0, 推論時間: 152.0ms, CPU: 32.5%, 記憶體: 35.4%
[2025-08-15 13:04:47,892] INFO - 統計 - FPS: 0.0, 推論時間: 151.8ms, CPU: 39.5%, 記憶體: 35.4%
[2025-08-15 13:04:49,057] INFO - 統計 - FPS: 0.0, 推論時間: 152.0ms, CPU: 28.1%, 記憶體: 35.4%
[2025-08-15 13:04:50,241] INFO - 統計 - FPS: 0.0, 推論時間: 152.8ms, CPU: 46.9%, 記憶體: 35.4%
[2025-08-15 13:04:51,390] INFO - 統計 - FPS: 0.0, 推論時間: 152.9ms, CPU: 25.0%, 記憶體: 35.4%
[2025-08-15 13:04:52,573] INFO - 統計 - FPS: 0.0, 推論時間: 152.6ms, CPU: 30.8%, 記憶體: 35.4%
[2025-08-15 13:04:53,723] INFO - 統計 - FPS: 0.0, 推論時間: 152.6ms, CPU: 26.5%, 記憶體: 35.4%
[2025-08-15 13:04:54,905] INFO - 統計 - FPS: 0.0, 推論時間: 153.5ms, CPU: 38.3%, 記憶體: 35.4%
[2025-08-15 13:04:56,072] INFO - 統計 - FPS: 0.0, 推論時間: 153.9ms, CPU: 34.3%, 記憶體: 35.4%
[2025-08-15 13:04:57,221] INFO - 統計 - FPS: 0.0, 推論時間: 153.3ms, CPU: 26.1%, 記憶體: 35.4%
[2025-08-15 13:04:58,388] INFO - 統計 - FPS: 0.0, 推論時間: 153.6ms, CPU: 35.5%, 記憶體: 35.4%
[2025-08-15 13:04:59,553] INFO - 統計 - FPS: 0.0, 推論時間: 152.8ms, CPU: 42.0%, 記憶體: 35.4%
[2025-08-15 13:05:00,720] INFO - 統計 - FPS: 0.0, 推論時間: 152.3ms, CPU: 28.0%, 記憶體: 35.4%
[2025-08-15 13:05:01,904] INFO - 統計 - FPS: 0.0, 推論時間: 152.0ms, CPU: 24.5%, 記憶體: 35.4%
[2025-08-15 13:05:03,053] INFO - 統計 - FPS: 0.0, 推論時間: 152.2ms, CPU: 35.5%, 記憶體: 35.5%
[2025-08-15 13:05:04,252] INFO - 統計 - FPS: 0.0, 推論時間: 153.4ms, CPU: 26.5%, 記憶體: 35.4%
[2025-08-15 13:05:05,418] INFO - 統計 - FPS: 0.0, 推論時間: 154.5ms, CPU: 25.0%, 記憶體: 35.4%
[2025-08-15 13:05:06,585] INFO - 統計 - FPS: 0.0, 推論時間: 153.7ms, CPU: 44.3%, 記憶體: 35.4%
[2025-08-15 13:05:07,751] INFO - 統計 - FPS: 0.0, 推論時間: 152.4ms, CPU: 26.5%, 記憶體: 35.4%
[2025-08-15 13:05:08,934] INFO - 統計 - FPS: 0.0, 推論時間: 152.2ms, CPU: 26.7%, 記憶體: 35.4%
[2025-08-15 13:05:10,100] INFO - 統計 - FPS: 0.0, 推論時間: 153.1ms, CPU: 36.0%, 記憶體: 35.4%
[2025-08-15 13:05:11,251] INFO - 統計 - FPS: 0.0, 推論時間: 153.3ms, CPU: 25.0%, 記憶體: 35.4%
[2025-08-15 13:05:12,433] INFO - 統計 - FPS: 0.0, 推論時間: 152.8ms, CPU: 20.6%, 記憶體: 35.4%
[2025-08-15 13:05:13,598] INFO - 統計 - FPS: 0.0, 推論時間: 152.6ms, CPU: 26.5%, 記憶體: 35.4%
[2025-08-15 13:05:14,764] INFO - 統計 - FPS: 0.0, 推論時間: 153.3ms, CPU: 25.0%, 記憶體: 35.4%
[2025-08-15 13:05:15,916] INFO - 統計 - FPS: 0.0, 推論時間: 153.2ms, CPU: 34.3%, 記憶體: 35.4%
[2025-08-15 13:05:17,097] INFO - 統計 - FPS: 0.0, 推論時間: 153.7ms, CPU: 28.1%, 記憶體: 35.5%
[2025-08-15 13:05:18,280] INFO - 統計 - FPS: 0.0, 推論時間: 153.5ms, CPU: 27.1%, 記憶體: 35.4%
[2025-08-15 13:05:19,430] INFO - 統計 - FPS: 0.0, 推論時間: 153.6ms, CPU: 65.5%, 記憶體: 35.4%
[2025-08-15 13:05:20,612] INFO - 統計 - FPS: 0.0, 推論時間: 154.5ms, CPU: 28.1%, 記憶體: 35.4%
[2025-08-15 13:05:21,778] INFO - 統計 - FPS: 0.0, 推論時間: 153.6ms, CPU: 26.7%, 記憶體: 35.4%
[2025-08-15 13:05:22,945] INFO - 統計 - FPS: 0.0, 推論時間: 152.6ms, CPU: 42.9%, 記憶體: 35.4%
[2025-08-15 13:05:24,127] INFO - 統計 - FPS: 0.0, 推論時間: 153.1ms, CPU: 20.0%, 記憶體: 35.4%
[2025-08-15 13:05:25,294] INFO - 統計 - FPS: 0.0, 推論時間: 153.3ms, CPU: 25.0%, 記憶體: 35.4%
[2025-08-15 13:05:26,461] INFO - 統計 - FPS: 0.0, 推論時間: 153.6ms, CPU: 41.4%, 記憶體: 35.4%
[2025-08-15 13:05:27,643] INFO - 統計 - FPS: 0.0, 推論時間: 153.7ms, CPU: 26.7%, 記憶體: 35.4%
[2025-08-15 13:05:28,809] INFO - 統計 - FPS: 0.0, 推論時間: 154.1ms, CPU: 24.2%, 記憶體: 35.4%
[2025-08-15 13:05:29,992] INFO - 統計 - FPS: 0.0, 推論時間: 153.9ms, CPU: 42.1%, 記憶體: 35.4%
[2025-08-15 13:05:31,158] INFO - 統計 - FPS: 0.0, 推論時間: 153.9ms, CPU: 25.0%, 記憶體: 35.4%
[2025-08-15 13:05:32,326] INFO - 統計 - FPS: 0.0, 推論時間: 153.4ms, CPU: 31.6%, 記憶體: 35.4%
[2025-08-15 13:05:33,558] INFO - 統計 - FPS: 0.0, 推論時間: 155.6ms, CPU: 31.2%, 記憶體: 35.4%
[2025-08-15 13:05:34,757] INFO - 統計 - FPS: 0.0, 推論時間: 155.4ms, CPU: 39.4%, 記憶體: 35.4%
[2025-08-15 13:05:35,926] INFO - 統計 - FPS: 0.0, 推論時間: 156.4ms, CPU: 21.6%, 記憶體: 35.4%
[2025-08-15 13:05:37,122] INFO - 統計 - FPS: 0.0, 推論時間: 156.9ms, CPU: 35.4%, 記憶體: 35.4%
[2025-08-15 13:05:38,306] INFO - 統計 - FPS: 0.0, 推論時間: 155.7ms, CPU: 32.4%, 記憶體: 35.4%
[2025-08-15 13:05:39,489] INFO - 統計 - FPS: 0.0, 推論時間: 155.1ms, CPU: 29.5%, 記憶體: 35.4%
[2025-08-15 13:05:40,638] INFO - 統計 - FPS: 0.0, 推論時間: 153.8ms, CPU: 51.4%, 記憶體: 35.4%
[2025-08-15 13:05:41,805] INFO - 統計 - FPS: 0.0, 推論時間: 153.1ms, CPU: 39.6%, 記憶體: 35.4%
[2025-08-15 13:05:42,971] INFO - 統計 - FPS: 0.0, 推論時間: 151.8ms, CPU: 25.0%, 記憶體: 35.4%
[2025-08-15 13:05:44,135] INFO - 統計 - FPS: 0.0, 推論時間: 152.2ms, CPU: 31.2%, 記憶體: 35.4%
[2025-08-15 13:05:45,304] INFO - 統計 - FPS: 0.0, 推論時間: 152.1ms, CPU: 29.4%, 記憶體: 35.4%
[2025-08-15 13:05:46,486] INFO - 統計 - FPS: 0.0, 推論時間: 151.8ms, CPU: 25.5%, 記憶體: 35.4%
[2025-08-15 13:05:47,686] INFO - 統計 - FPS: 0.0, 推論時間: 153.0ms, CPU: 16.7%, 記憶體: 35.4%
[2025-08-15 13:05:48,869] INFO - 統計 - FPS: 0.0, 推論時間: 153.7ms, CPU: 40.5%, 記憶體: 35.4%
[2025-08-15 13:05:50,018] INFO - 統計 - FPS: 0.0, 推論時間: 154.4ms, CPU: 21.6%, 記憶體: 35.4%
[2025-08-15 13:05:51,200] INFO - 統計 - FPS: 0.0, 推論時間: 153.0ms, CPU: 22.5%, 記憶體: 35.4%
[2025-08-15 13:05:52,350] INFO - 統計 - FPS: 0.0, 推論時間: 153.3ms, CPU: 33.3%, 記憶體: 35.4%
[2025-08-15 13:05:53,533] INFO - 統計 - FPS: 0.0, 推論時間: 153.2ms, CPU: 25.0%, 記憶體: 35.4%
[2025-08-15 13:05:54,716] INFO - 統計 - FPS: 0.0, 推論時間: 153.1ms, CPU: 31.2%, 記憶體: 35.4%
[2025-08-15 13:05:55,883] INFO - 統計 - FPS: 0.0, 推論時間: 152.5ms, CPU: 36.5%, 記憶體: 35.4%
[2025-08-15 13:05:57,048] INFO - 統計 - FPS: 0.0, 推論時間: 152.0ms, CPU: 21.6%, 記憶體: 35.4%
[2025-08-15 13:05:58,232] INFO - 統計 - FPS: 0.0, 推論時間: 151.9ms, CPU: 27.1%, 記憶體: 35.4%
[2025-08-15 13:05:59,415] INFO - 統計 - FPS: 0.0, 推論時間: 152.8ms, CPU: 48.9%, 記憶體: 35.4%
[2025-08-15 13:06:00,564] INFO - 統計 - FPS: 0.0, 推論時間: 153.8ms, CPU: 30.2%, 記憶體: 35.4%
[2025-08-15 13:06:01,747] INFO - 統計 - FPS: 0.0, 推論時間: 154.3ms, CPU: 25.0%, 記憶體: 35.4%
[2025-08-15 13:06:02,913] INFO - 統計 - FPS: 0.0, 推論時間: 153.5ms, CPU: 35.1%, 記憶體: 35.4%
[2025-08-15 13:06:04,078] INFO - 統計 - FPS: 0.0, 推論時間: 153.5ms, CPU: 36.7%, 記憶體: 35.4%
[2025-08-15 13:06:05,278] INFO - 統計 - FPS: 0.0, 推論時間: 154.6ms, CPU: 29.8%, 記憶體: 35.4%
[2025-08-15 13:06:06,430] INFO - 統計 - FPS: 0.0, 推論時間: 154.4ms, CPU: 54.2%, 記憶體: 35.4%
[2025-08-15 13:06:07,611] INFO - 統計 - FPS: 0.0, 推論時間: 154.6ms, CPU: 31.0%, 記憶體: 35.4%
[2025-08-15 13:06:08,778] INFO - 統計 - FPS: 0.0, 推論時間: 153.6ms, CPU: 25.0%, 記憶體: 35.4%
[2025-08-15 13:06:09,960] INFO - 統計 - FPS: 0.0, 推論時間: 153.4ms, CPU: 44.0%, 記憶體: 35.4%
[2025-08-15 13:06:11,110] INFO - 統計 - FPS: 0.0, 推論時間: 152.9ms, CPU: 24.3%, 記憶體: 35.4%
[2025-08-15 13:06:12,293] INFO - 統計 - FPS: 0.0, 推論時間: 153.2ms, CPU: 34.0%, 記憶體: 35.4%
[2025-08-15 13:06:13,459] INFO - 統計 - FPS: 0.0, 推論時間: 152.8ms, CPU: 32.4%, 記憶體: 35.4%
[2025-08-15 13:06:14,642] INFO - 統計 - FPS: 0.0, 推論時間: 152.8ms, CPU: 28.1%, 記憶體: 35.4%
[2025-08-15 13:06:15,809] INFO - 統計 - FPS: 0.0, 推論時間: 152.7ms, CPU: 29.2%, 記憶體: 35.4%
[2025-08-15 13:06:16,990] INFO - 統計 - FPS: 0.0, 推論時間: 153.6ms, CPU: 25.0%, 記憶體: 35.4%
[2025-08-15 13:06:18,174] INFO - 統計 - FPS: 0.0, 推論時間: 153.3ms, CPU: 30.0%, 記憶體: 35.4%
[2025-08-15 13:06:19,323] INFO - 統計 - FPS: 0.0, 推論時間: 153.9ms, CPU: 38.2%, 記憶體: 35.4%
[2025-08-15 13:06:20,588] INFO - 統計 - FPS: 0.0, 推論時間: 157.2ms, CPU: 34.4%, 記憶體: 35.4%
[2025-08-15 13:06:21,836] INFO - 統計 - FPS: 0.0, 推論時間: 160.1ms, CPU: 44.2%, 記憶體: 35.4%
[2025-08-15 13:06:23,004] INFO - 統計 - FPS: 0.0, 推論時間: 160.0ms, CPU: 35.3%, 記憶體: 35.4%
[2025-08-15 13:06:24,189] INFO - 統計 - FPS: 0.0, 推論時間: 159.3ms, CPU: 30.2%, 記憶體: 35.4%
[2025-08-15 13:06:25,355] INFO - 統計 - FPS: 0.0, 推論時間: 152.5ms, CPU: 25.0%, 記憶體: 35.4%
[2025-08-15 13:06:26,538] INFO - 統計 - FPS: 0.0, 推論時間: 152.3ms, CPU: 40.7%, 記憶體: 35.4%
[2025-08-15 13:06:27,688] INFO - 統計 - FPS: 0.0, 推論時間: 152.1ms, CPU: 53.5%, 記憶體: 35.4%
[2025-08-15 13:06:28,853] INFO - 統計 - FPS: 0.0, 推論時間: 152.5ms, CPU: 29.4%, 記憶體: 35.4%
[2025-08-15 13:06:30,035] INFO - 統計 - FPS: 0.0, 推論時間: 152.4ms, CPU: 22.2%, 記憶體: 35.4%
[2025-08-15 13:06:31,202] INFO - 統計 - FPS: 0.0, 推論時間: 152.0ms, CPU: 36.4%, 記憶體: 35.4%
[2025-08-15 13:06:32,385] INFO - 統計 - FPS: 0.0, 推論時間: 152.5ms, CPU: 36.4%, 記憶體: 35.4%
[2025-08-15 13:06:33,551] INFO - 統計 - FPS: 0.0, 推論時間: 153.6ms, CPU: 29.5%, 記憶體: 35.4%
[2025-08-15 13:06:34,732] INFO - 統計 - FPS: 0.0, 推論時間: 153.5ms, CPU: 29.0%, 記憶體: 35.4%
[2025-08-15 13:06:35,901] INFO - 統計 - FPS: 0.0, 推論時間: 153.3ms, CPU: 40.0%, 記憶體: 35.4%
[2025-08-15 13:06:37,067] INFO - 統計 - FPS: 0.0, 推論時間: 153.2ms, CPU: 27.0%, 記憶體: 35.4%
[2025-08-15 13:06:38,250] INFO - 統計 - FPS: 0.0, 推論時間: 153.8ms, CPU: 25.0%, 記憶體: 35.4%
[2025-08-15 13:06:39,416] INFO - 統計 - FPS: 0.0, 推論時間: 153.8ms, CPU: 28.6%, 記憶體: 35.4%
[2025-08-15 13:06:40,598] INFO - 統計 - FPS: 0.0, 推論時間: 153.9ms, CPU: 34.0%, 記憶體: 35.4%
[2025-08-15 13:06:41,742] INFO - 統計 - FPS: 0.0, 推論時間: 153.1ms, CPU: 48.8%, 記憶體: 35.4%
[2025-08-15 13:06:42,915] INFO - 統計 - FPS: 0.0, 推論時間: 152.4ms, CPU: 37.8%, 記憶體: 35.4%
[2025-08-15 13:06:44,064] INFO - 統計 - FPS: 0.0, 推論時間: 152.4ms, CPU: 25.0%, 記憶體: 35.4%
[2025-08-15 13:06:45,246] INFO - 統計 - FPS: 0.0, 推論時間: 152.3ms, CPU: 32.6%, 記憶體: 35.4%
[2025-08-15 13:06:46,413] INFO - 統計 - FPS: 0.0, 推論時間: 152.0ms, CPU: 34.0%, 記憶體: 35.4%
[2025-08-15 13:06:47,579] INFO - 統計 - FPS: 0.0, 推論時間: 151.8ms, CPU: 23.5%, 記憶體: 35.4%
[2025-08-15 13:06:48,745] INFO - 統計 - FPS: 0.0, 推論時間: 151.6ms, CPU: 28.1%, 記憶體: 35.4%
[2025-08-15 13:06:49,917] INFO - 統計 - FPS: 0.0, 推論時間: 152.1ms, CPU: 41.0%, 記憶體: 35.4%
[2025-08-15 13:06:51,094] INFO - 統計 - FPS: 0.0, 推論時間: 152.4ms, CPU: 28.6%, 記憶體: 35.4%
[2025-08-15 13:06:52,245] INFO - 統計 - FPS: 0.0, 推論時間: 152.7ms, CPU: 25.8%, 記憶體: 35.4%
[2025-08-15 13:06:53,460] INFO - 統計 - FPS: 0.0, 推論時間: 152.6ms, CPU: 42.9%, 記憶體: 35.4%
[2025-08-15 13:06:54,644] INFO - 統計 - FPS: 0.0, 推論時間: 153.1ms, CPU: 23.5%, 記憶體: 35.4%
[2025-08-15 13:06:55,793] INFO - 統計 - FPS: 0.0, 推論時間: 152.7ms, CPU: 33.3%, 記憶體: 35.4%
[2025-08-15 13:06:56,990] INFO - 統計 - FPS: 0.0, 推論時間: 152.7ms, CPU: 45.5%, 記憶體: 35.4%
[2025-08-15 13:06:58,143] INFO - 統計 - FPS: 0.0, 推論時間: 150.8ms, CPU: 34.1%, 記憶體: 35.4%
[2025-08-15 13:06:59,308] INFO - 統計 - FPS: 0.0, 推論時間: 151.6ms, CPU: 29.0%, 記憶體: 35.4%
[2025-08-15 13:07:00,476] INFO - 統計 - FPS: 0.0, 推論時間: 151.9ms, CPU: 33.3%, 記憶體: 35.4%
[2025-08-15 13:07:01,657] INFO - 統計 - FPS: 0.0, 推論時間: 153.4ms, CPU: 30.2%, 記憶體: 35.4%
[2025-08-15 13:07:02,807] INFO - 統計 - FPS: 0.0, 推論時間: 153.5ms, CPU: 25.0%, 記憶體: 35.4%
[2025-08-15 13:07:04,007] INFO - 統計 - FPS: 0.0, 推論時間: 153.7ms, CPU: 42.9%, 記憶體: 35.4%
[2025-08-15 13:07:05,206] INFO - 統計 - FPS: 0.0, 推論時間: 153.5ms, CPU: 25.0%, 記憶體: 35.4%
[2025-08-15 13:07:06,389] INFO - 統計 - FPS: 0.0, 推論時間: 154.3ms, CPU: 25.0%, 記憶體: 35.4%
[2025-08-15 13:07:07,555] INFO - 統計 - FPS: 0.0, 推論時間: 153.4ms, CPU: 56.2%, 記憶體: 35.4%
[2025-08-15 13:07:08,721] INFO - 統計 - FPS: 0.0, 推論時間: 154.0ms, CPU: 29.3%, 記憶體: 35.4%
[2025-08-15 13:07:09,888] INFO - 統計 - FPS: 0.0, 推論時間: 153.8ms, CPU: 25.0%, 記憶體: 35.4%
[2025-08-15 13:07:11,009] WARNING - 幀隊列已滿，跳過幀
[2025-08-15 13:07:11,289] INFO - 統計 - FPS: 0.0, 推論時間: 162.4ms, CPU: 75.0%, 記憶體: 35.5%
[2025-08-15 13:07:11,500] WARNING - 幀隊列已滿，跳過幀
[2025-08-15 13:07:11,718] WARNING - 幀隊列已滿，跳過幀
[2025-08-15 13:07:12,620] INFO - 統計 - FPS: 0.0, 推論時間: 167.3ms, CPU: 27.1%, 記憶體: 35.5%
[2025-08-15 13:07:13,787] INFO - 統計 - FPS: 0.0, 推論時間: 167.2ms, CPU: 37.2%, 記憶體: 35.5%
[2025-08-15 13:07:14,954] INFO - 統計 - FPS: 0.0, 推論時間: 166.8ms, CPU: 31.7%, 記憶體: 35.5%
[2025-08-15 13:07:16,449] INFO - 統計 - FPS: 0.0, 推論時間: 154.6ms, CPU: 34.8%, 記憶體: 35.5%
[2025-08-15 13:07:17,717] INFO - 統計 - FPS: 0.0, 推論時間: 158.2ms, CPU: 33.8%, 記憶體: 35.6%
[2025-08-15 13:07:18,934] INFO - 統計 - FPS: 0.0, 推論時間: 160.5ms, CPU: 42.9%, 記憶體: 35.6%
[2025-08-15 13:07:20,119] INFO - 統計 - FPS: 0.0, 推論時間: 160.6ms, CPU: 34.4%, 記憶體: 35.6%
[2025-08-15 13:07:21,411] INFO - 統計 - FPS: 0.0, 推論時間: 162.8ms, CPU: 56.5%, 記憶體: 35.7%
[2025-08-15 13:07:22,602] INFO - 統計 - FPS: 0.0, 推論時間: 160.2ms, CPU: 24.2%, 記憶體: 35.6%
[2025-08-15 13:07:23,784] INFO - 統計 - FPS: 0.0, 推論時間: 161.0ms, CPU: 30.0%, 記憶體: 35.5%
[2025-08-15 13:07:24,939] INFO - 統計 - FPS: 0.0, 推論時間: 157.3ms, CPU: 29.8%, 記憶體: 35.5%
[2025-08-15 13:07:26,115] INFO - 統計 - FPS: 0.0, 推論時間: 153.2ms, CPU: 35.3%, 記憶體: 35.5%
[2025-08-15 13:07:27,275] INFO - 統計 - FPS: 0.0, 推論時間: 152.0ms, CPU: 21.6%, 記憶體: 35.5%
[2025-08-15 13:07:28,439] INFO - 統計 - FPS: 0.0, 推論時間: 151.5ms, CPU: 22.2%, 記憶體: 35.5%
[2025-08-15 13:07:29,595] INFO - 統計 - FPS: 0.0, 推論時間: 152.0ms, CPU: 21.6%, 記憶體: 35.5%
[2025-08-15 13:07:30,751] INFO - 統計 - FPS: 0.0, 推論時間: 152.6ms, CPU: 33.3%, 記憶體: 35.5%
[2025-08-15 13:07:31,914] INFO - 統計 - FPS: 0.0, 推論時間: 152.6ms, CPU: 40.4%, 記憶體: 35.5%
[2025-08-15 13:07:33,052] INFO - 統計 - FPS: 0.0, 推論時間: 152.4ms, CPU: 34.5%, 記憶體: 35.5%
[2025-08-15 13:07:34,225] INFO - 統計 - FPS: 0.0, 推論時間: 152.6ms, CPU: 43.8%, 記憶體: 35.5%
[2025-08-15 13:07:35,390] INFO - 統計 - FPS: 0.0, 推論時間: 152.8ms, CPU: 31.0%, 記憶體: 35.5%
[2025-08-15 13:07:36,556] INFO - 統計 - FPS: 0.0, 推論時間: 153.1ms, CPU: 29.5%, 記憶體: 35.5%
[2025-08-15 13:07:37,707] INFO - 統計 - FPS: 0.0, 推論時間: 153.2ms, CPU: 36.4%, 記憶體: 35.5%
[2025-08-15 13:07:38,875] INFO - 統計 - FPS: 0.0, 推論時間: 153.4ms, CPU: 21.1%, 記憶體: 35.5%
[2025-08-15 13:07:40,012] INFO - 統計 - FPS: 0.0, 推論時間: 152.8ms, CPU: 33.3%, 記憶體: 35.5%
[2025-08-15 13:07:41,181] INFO - 統計 - FPS: 0.0, 推論時間: 152.0ms, CPU: 26.3%, 記憶體: 35.5%
[2025-08-15 13:07:42,346] INFO - 統計 - FPS: 0.0, 推論時間: 151.4ms, CPU: 28.1%, 記憶體: 35.5%
[2025-08-15 13:07:43,488] INFO - 統計 - FPS: 0.0, 推論時間: 151.1ms, CPU: 25.0%, 記憶體: 35.5%
[2025-08-15 13:07:44,638] INFO - 統計 - FPS: 0.0, 推論時間: 151.7ms, CPU: 29.0%, 記憶體: 35.5%
[2025-08-15 13:07:45,792] INFO - 統計 - FPS: 0.0, 推論時間: 152.3ms, CPU: 25.0%, 記憶體: 35.5%
